Date,Close,Open,High,Low,Volume,Change
2016-03-18,4795.65,4784.63,4804.58,4772.41,1140000000.0,0.0043
2016-03-21,4808.87,4787.31,4814.85,4785.38,375800000.0,0.0028000000000000004
2016-03-22,4821.66,4783.6,4835.6,4781.71,373160000.0,0.0027
2016-03-23,4768.86,4813.87,4816.67,4765.37,399920000.0,-0.011000000000000001
2016-03-24,4773.51,4743.36,4773.51,4734.77,383910000.0,0.001
2016-03-28,4766.79,4785.25,4787.39,4760.01,336930000.0,-0.0014000000000000002
2016-03-29,4846.62,4756.55,4849.31,4749.78,453240000.0,0.0167
2016-03-30,4869.29,4875.46,4899.14,4859.35,388830000.0,0.004699999999999999
2016-03-31,4869.85,4869.57,4891.3,4864.41,452450000.0,0.0001
2016-04-01,4914.54,4842.55,4917.09,4832.06,443370000.0,0.0092
2016-04-04,4891.8,4911.22,4917.75,4885.17,386300000.0,-0.0046
2016-04-05,4843.93,4855.9,4872.7,4838.62,430350000.0,-0.0098
2016-04-06,4920.72,4849.57,4921.51,4849.28,402780000.0,0.0159
2016-04-07,4848.37,4893.57,4901.49,4831.49,452840000.0,-0.0147
2016-04-08,4850.69,4883.99,4892.6,4835.36,367470000.0,0.0005
2016-04-11,4833.4,4873.39,4897.55,4833.4,361580000.0,-0.0036
2016-04-12,4872.09,4838.81,4879.6,4808.91,385610000.0,0.008
2016-04-13,4947.42,4904.79,4951.91,4903.6,431410000.0,0.0155
2016-04-14,4945.89,4947.62,4961.3,4931.81,369790000.0,-0.0003
2016-04-15,4938.22,4938.83,4950.43,4925.46,432040000.0,-0.0016
2016-04-18,4960.02,4919.36,4960.79,4915.63,370380000.0,0.0044
2016-04-19,4940.33,4968.3,4968.67,4915.52,413230000.0,-0.004
2016-04-20,4948.13,4941.99,4969.32,4928.29,394430000.0,0.0016
2016-04-21,4945.89,4949.12,4966.61,4932.64,383400000.0,-0.0005
2016-04-22,4906.23,4898.24,4921.66,4872.02,489170000.0,-0.008
2016-04-25,4895.79,4891.48,4904.87,4878.37,369670000.0,-0.0021
2016-04-26,4888.28,4903.81,4915.0,4875.42,417360000.0,-0.0015
2016-04-27,4863.14,4855.38,4872.91,4826.38,441730000.0,-0.0051
2016-04-28,4805.29,4857.6,4889.16,4796.32,478620000.0,-0.011899999999999999
2016-04-29,4775.36,4805.79,4807.89,4740.84,602090000.0,-0.0062
2016-05-02,4817.59,4786.55,4821.57,4768.28,435630000.0,0.0088
2016-05-03,4763.22,4780.88,4791.43,4749.71,445570000.0,-0.0113
2016-05-04,4725.64,4735.28,4751.64,4713.91,469200000.0,-0.0079
2016-05-05,4717.09,4742.42,4744.55,4709.75,448690000.0,-0.0018
2016-05-06,4736.15,4695.9,4736.15,4684.28,441060000.0,0.004
2016-05-09,4750.21,4736.35,4771.94,4735.06,395510000.0,0.003
2016-05-10,4809.88,4768.91,4811.3,4758.2,401000000.0,0.0126
2016-05-11,4760.69,4799.3,4812.19,4760.36,417000000.0,-0.0102
2016-05-12,4737.33,4778.19,4779.46,4710.16,447760000.0,-0.0049
2016-05-13,4717.68,4731.07,4759.29,4708.26,407810000.0,-0.0040999999999999995
2016-05-16,4775.46,4728.86,4791.25,4724.73,419400000.0,0.012199999999999999
2016-05-17,4715.73,4768.85,4776.15,4703.39,472990000.0,-0.0125
2016-05-18,4739.12,4705.78,4762.28,4704.49,445260000.0,0.005
2016-05-19,4712.53,4717.36,4735.27,4678.38,405760000.0,-0.005600000000000001
2016-05-20,4769.56,4729.44,4781.7,4729.0,484070000.0,0.0121
2016-05-23,4765.78,4771.57,4792.64,4763.91,410290000.0,-0.0008
2016-05-24,4861.06,4792.85,4865.99,4792.63,433120000.0,0.02
2016-05-25,4894.89,4877.18,4905.45,4872.42,397170000.0,0.006999999999999999
2016-05-26,4901.77,4897.78,4909.38,4887.27,354800000.0,0.0014000000000000002
2016-05-27,4933.51,4904.05,4933.51,4902.5,363020000.0,0.006500000000000001
2016-05-31,4948.06,4938.48,4951.45,4923.03,711670000.0,0.0029
2016-06-01,4952.25,4928.97,4958.98,4923.2,423300000.0,0.0008
2016-06-02,4971.36,4941.25,4971.36,4924.23,386100000.0,0.0039000000000000003
2016-06-03,4942.52,4958.1,4958.65,4909.21,382230000.0,-0.0058
2016-06-06,4968.71,4950.46,4980.14,4944.87,385150000.0,0.0053
2016-06-07,4961.75,4972.14,4979.38,4960.28,391050000.0,-0.0014000000000000002
2016-06-08,4974.64,4970.01,4979.66,4956.79,367540000.0,0.0026
2016-06-09,4958.62,4954.15,4965.49,4940.55,361930000.0,-0.0032
2016-06-10,4894.55,4915.15,4917.92,4880.61,402180000.0,-0.0129
2016-06-13,4848.44,4868.51,4894.85,4844.94,420340000.0,-0.009399999999999999
2016-06-14,4843.55,4836.67,4863.01,4811.93,401840000.0,-0.001
2016-06-15,4834.93,4855.08,4868.16,4830.33,402220000.0,-0.0018
2016-06-16,4844.91,4809.69,4847.86,4778.78,389890000.0,0.0021
2016-06-17,4800.34,4835.02,4835.02,4792.34,1010000000.0,-0.0092
2016-06-20,4837.21,4856.69,4882.15,4834.51,412670000.0,0.0077
2016-06-21,4843.76,4845.09,4852.19,4826.59,391140000.0,0.0014000000000000002
2016-06-22,4833.32,4846.68,4875.93,4830.0,376040000.0,-0.0022
2016-06-23,4910.04,4872.19,4910.04,4859.4,398650000.0,0.0159
2016-06-24,4707.98,4715.8,4798.22,4698.42,1520000000.0,-0.0412
2016-06-27,4594.44,4664.43,4665.04,4574.25,619730000.0,-0.0241
2016-06-28,4691.87,4643.93,4692.98,4643.93,470190000.0,0.0212
2016-06-29,4779.24,4732.93,4787.59,4732.34,466310000.0,0.018600000000000002
2016-06-30,4842.67,4793.75,4843.11,4774.52,574070000.0,0.013300000000000001
2016-07-01,4862.57,4837.18,4880.17,4837.17,380070000.0,0.0040999999999999995
2016-07-05,4822.9,4837.06,4839.13,4797.29,406890000.0,-0.008199999999999999
2016-07-06,4859.16,4799.32,4861.05,4786.01,436560000.0,0.0075
2016-07-07,4876.81,4867.47,4889.01,4853.68,352300000.0,0.0036
2016-07-08,4956.76,4906.66,4959.0,4901.27,433260000.0,0.016399999999999998
2016-07-11,4988.64,4976.54,5002.5,4976.54,386480000.0,0.0064
2016-07-12,5022.82,5017.99,5032.1,5009.68,417280000.0,0.0069
2016-07-13,5005.73,5036.32,5036.39,5002.82,373970000.0,-0.0034000000000000002
2016-07-14,5034.06,5041.95,5045.18,5025.15,348810000.0,0.005699999999999999
2016-07-15,5029.59,5041.19,5044.81,5018.52,395580000.0,-0.0009
2016-07-18,5055.78,5034.99,5063.53,5030.13,332330000.0,0.0052
2016-07-19,5036.37,5038.22,5052.24,5028.24,362670000.0,-0.0038
2016-07-20,5089.93,5061.6,5098.25,5053.92,375160000.0,0.0106
2016-07-21,5073.9,5093.97,5102.78,5061.11,384260000.0,-0.0031
2016-07-22,5100.16,5078.12,5103.52,5064.11,357670000.0,0.0052
2016-07-25,5097.63,5096.99,5100.72,5082.66,371480000.0,-0.0005
2016-07-26,5110.05,5095.61,5122.3,5084.18,428740000.0,0.0024
2016-07-27,5139.81,5143.84,5151.06,5120.66,470660000.0,0.0058
2016-07-28,5154.98,5144.82,5160.16,5130.75,424080000.0,0.003
2016-07-29,5162.13,5162.15,5175.81,5140.05,571660000.0,0.0014000000000000002
2016-08-01,5184.2,5167.42,5199.13,5158.93,420980000.0,0.0043
2016-08-02,5137.73,5177.53,5181.02,5109.8,470890000.0,-0.009000000000000001
2016-08-03,5159.74,5133.24,5159.74,5128.44,415750000.0,0.0043
2016-08-04,5166.25,5158.02,5174.0,5145.39,398610000.0,0.0013
2016-08-05,5221.12,5190.71,5227.23,5186.24,439900000.0,0.0106
2016-08-08,5213.14,5223.54,5228.4,5202.18,370900000.0,-0.0015
2016-08-09,5225.48,5216.21,5238.54,5214.95,358070000.0,0.0024
2016-08-10,5204.59,5227.95,5227.96,5193.8,380410000.0,-0.004
2016-08-11,5228.4,5222.15,5235.29,5211.25,344260000.0,0.0046
2016-08-12,5232.9,5219.66,5233.34,5215.55,338980000.0,0.0009
2016-08-15,5262.02,5242.18,5271.36,5241.14,350650000.0,0.005600000000000001
2016-08-16,5227.11,5247.96,5248.26,5226.78,385300000.0,-0.0066
2016-08-17,5228.66,5228.44,5230.09,5197.23,361660000.0,0.0003
2016-08-18,5240.15,5226.45,5243.17,5221.84,377740000.0,0.0022
2016-08-19,5238.38,5229.87,5245.81,5217.65,408440000.0,-0.0003
2016-08-22,5244.6,5231.46,5252.13,5224.63,347300000.0,0.0012
2016-08-23,5260.08,5265.78,5275.74,5257.9,350840000.0,0.003
2016-08-24,5217.69,5254.42,5262.99,5205.64,380490000.0,-0.008100000000000001
2016-08-25,5212.2,5207.61,5230.59,5201.64,338210000.0,-0.0011
2016-08-26,5218.92,5219.05,5253.39,5191.86,361690000.0,0.0013
2016-08-29,5232.33,5223.8,5245.12,5222.34,324630000.0,0.0026
2016-08-30,5222.99,5229.88,5241.62,5205.61,374160000.0,-0.0018
2016-08-31,5213.22,5216.42,5219.89,5191.18,486240000.0,-0.0019
2016-09-01,5227.21,5218.28,5229.94,5189.36,376350000.0,0.0027
2016-09-02,5249.9,5249.66,5263.39,5231.02,351350000.0,0.0043
2016-09-06,5275.91,5259.99,5275.91,5244.0,421080000.0,0.005
2016-09-07,5283.93,5274.23,5287.61,5261.92,459360000.0,0.0015
2016-09-08,5259.48,5269.96,5271.01,5248.41,412370000.0,-0.0046
2016-09-09,5125.91,5217.95,5225.94,5125.91,508590000.0,-0.0254
2016-09-12,5211.89,5098.03,5217.88,5097.8,464620000.0,0.0168
2016-09-13,5155.26,5181.14,5195.02,5131.27,456690000.0,-0.0109
2016-09-14,5173.77,5160.21,5201.34,5159.55,421650000.0,0.0036
2016-09-15,5249.69,5178.1,5254.78,5176.25,437680000.0,0.0147
2016-09-16,5244.57,5238.71,5248.6,5218.97,1110000000.0,-0.001
2016-09-19,5235.03,5263.55,5281.07,5222.91,400160000.0,-0.0018
2016-09-20,5241.35,5256.19,5265.18,5235.42,379360000.0,0.0012
2016-09-21,5295.18,5263.65,5299.4,5233.94,446650000.0,0.0103
2016-09-22,5339.52,5323.26,5342.88,5320.93,415830000.0,0.0084
2016-09-23,5305.75,5327.43,5329.71,5301.63,406330000.0,-0.0063
2016-09-26,5257.49,5275.73,5282.27,5254.96,376060000.0,-0.0091
2016-09-27,5305.71,5254.18,5306.81,5251.32,392690000.0,0.0092
2016-09-28,5318.55,5312.73,5320.62,5284.84,398160000.0,0.0024
2016-09-29,5269.15,5311.31,5317.0,5254.52,437780000.0,-0.009300000000000001
2016-09-30,5312.0,5288.87,5325.88,5277.88,555180000.0,0.008100000000000001
2016-10-03,5300.87,5300.29,5308.6,5281.95,370990000.0,-0.0021
2016-10-04,5289.66,5313.49,5323.6,5271.7,392870000.0,-0.0021
2016-10-05,5316.02,5305.28,5330.81,5304.06,422050000.0,0.005
2016-10-06,5306.85,5306.59,5315.73,5281.47,402080000.0,-0.0017000000000000001
2016-10-07,5292.4,5314.92,5315.65,5266.8,407150000.0,-0.0027
2016-10-10,5328.67,5318.46,5340.52,5317.73,321130000.0,0.0069
2016-10-11,5246.79,5321.82,5321.82,5227.43,416770000.0,-0.0154
2016-10-12,5239.02,5247.91,5257.18,5228.77,340520000.0,-0.0015
2016-10-13,5213.33,5200.3,5228.26,5169.76,385740000.0,-0.0049
2016-10-14,5214.16,5241.26,5258.88,5213.37,361330000.0,0.0002
2016-10-17,5199.82,5213.69,5219.98,5196.03,326320000.0,-0.0028000000000000004
2016-10-18,5243.84,5255.32,5264.27,5239.44,325860000.0,0.0085
2016-10-19,5246.41,5240.33,5253.83,5234.25,344430000.0,0.0005
2016-10-20,5241.83,5238.2,5252.1,5216.05,383970000.0,-0.0009
2016-10-21,5257.4,5238.65,5259.12,5225.76,396380000.0,0.003
2016-10-24,5309.83,5290.31,5311.5,5289.23,349690000.0,0.01
2016-10-25,5283.4,5306.47,5310.27,5278.57,348720000.0,-0.005
2016-10-26,5250.27,5256.4,5280.85,5237.05,374480000.0,-0.0063
2016-10-27,5215.97,5272.19,5274.12,5211.75,434940000.0,-0.006500000000000001
2016-10-28,5190.1,5203.7,5232.35,5178.76,426510000.0,-0.005
2016-10-31,5189.14,5205.09,5206.7,5186.56,434890000.0,-0.0002
2016-11-01,5153.58,5199.77,5201.13,5112.32,430720000.0,-0.0069
2016-11-02,5105.57,5147.27,5156.7,5097.56,469030000.0,-0.009300000000000001
2016-11-03,5058.41,5104.7,5115.06,5053.52,471920000.0,-0.0092
2016-11-04,5046.37,5034.41,5087.51,5034.41,478360000.0,-0.0024
2016-11-07,5166.17,5128.99,5169.41,5122.77,456100000.0,0.023700000000000002
2016-11-08,5193.49,5154.99,5214.17,5145.3,395690000.0,0.0053
2016-11-09,5251.07,5143.86,5258.99,5143.86,673590000.0,0.0111
2016-11-10,5208.8,5283.48,5302.68,5145.32,695550000.0,-0.008
2016-11-11,5237.11,5191.82,5241.08,5179.64,561970000.0,0.0054
2016-11-14,5218.4,5246.33,5247.17,5192.05,537260000.0,-0.0036
2016-11-15,5275.62,5241.35,5287.06,5236.25,493910000.0,0.011000000000000001
2016-11-16,5294.58,5253.73,5299.63,5251.88,462540000.0,0.0036
2016-11-17,5333.97,5295.07,5334.05,5288.16,463150000.0,0.0074
2016-11-18,5321.51,5340.97,5346.8,5315.53,480190000.0,-0.0023
2016-11-21,5368.86,5336.78,5369.83,5334.16,411240000.0,0.0089
2016-11-22,5386.35,5384.75,5392.26,5365.6,433190000.0,0.0033
2016-11-23,5380.68,5366.55,5380.68,5350.68,385750000.0,-0.0011
2016-11-25,5398.92,5388.49,5398.92,5379.28,197460000.0,0.0034000000000000002
2016-11-28,5368.81,5387.92,5396.27,5364.91,390770000.0,-0.005600000000000001
2016-11-29,5379.92,5370.98,5403.86,5360.56,440160000.0,0.0021
2016-11-30,5323.68,5391.35,5393.15,5323.68,580790000.0,-0.0105
2016-12-01,5251.11,5323.88,5326.34,5238.21,526210000.00000006,-0.013600000000000001
2016-12-02,5255.65,5249.02,5274.54,5239.27,431830000.0,0.0009
2016-12-05,5308.89,5283.58,5321.09,5269.57,435660000.0,0.0101
2016-12-06,5333.0,5317.74,5333.99,5299.94,438300000.0,0.0045000000000000005
2016-12-07,5393.76,5322.67,5397.93,5307.31,484560000.0,0.011399999999999999
2016-12-08,5417.36,5394.15,5425.52,5389.1,494460000.0,0.0044
2016-12-09,5444.5,5436.11,5450.16,5427.12,436080000.0,0.005
2016-12-12,5412.54,5428.22,5434.9,5394.42,450450000.0,-0.0059
2016-12-13,5463.83,5433.57,5486.75,5430.72,470730000.0,0.0095
2016-12-14,5436.67,5465.69,5476.25,5425.73,462230000.0,-0.005
2016-12-15,5456.85,5443.51,5485.12,5439.39,486600000.0,0.0037
2016-12-16,5437.16,5467.82,5474.58,5426.01,1190000000.0,-0.0036
2016-12-19,5457.44,5441.2,5483.42,5436.54,402710000.0,0.0037
2016-12-20,5483.94,5473.53,5489.47,5471.71,395330000.0,0.0049
2016-12-21,5471.43,5482.63,5486.26,5465.31,336010000.0,-0.0023
2016-12-22,5447.42,5472.01,5472.01,5432.77,362870000.0,-0.0044
2016-12-23,5462.69,5441.76,5462.69,5441.76,264110000.0,0.0028000000000000004
2016-12-27,5487.44,5470.76,5512.37,5469.61,269420000.0,0.0045000000000000005
2016-12-28,5438.56,5497.44,5498.91,5434.7,294740000.0,-0.0089
2016-12-29,5432.09,5437.51,5450.63,5415.18,289600000.0,-0.0012
2016-12-30,5383.12,5440.17,5441.9,5371.89,395590000.0,-0.009000000000000001
2017-01-03,5429.08,5425.62,5452.56,5397.99,450680000.0,0.0085
2017-01-04,5477.01,5440.91,5482.35,5440.24,455340000.0,0.0088
2017-01-05,5487.94,5474.39,5495.85,5464.36,423640000.0,0.002
2017-01-06,5521.06,5499.08,5536.52,5482.81,382850000.0,0.006
2017-01-09,5531.82,5527.57,5541.08,5517.14,433100000.0,0.0019
2017-01-10,5551.82,5536.54,5564.25,5528.11,431570000.0,0.0036
2017-01-11,5563.65,5550.72,5564.08,5524.03,435710000.0,0.0021
2017-01-12,5547.49,5542.56,5550.67,5496.82,394730000.0,-0.0029
2017-01-13,5574.12,5557.57,5584.26,5557.2,357660000.0,0.0048
2017-01-17,5538.73,5555.16,5557.05,5527.22,415580000.0,-0.0063
2017-01-18,5555.65,5546.94,5555.98,5534.77,380310000.0,0.0031
2017-01-19,5540.08,5560.61,5571.53,5528.37,398660000.0,-0.0028000000000000004
2017-01-20,5555.33,5556.87,5574.35,5542.23,444460000.0,0.0028000000000000004
2017-01-23,5552.94,5546.64,5564.14,5522.69,389910000.0,-0.0004
2017-01-24,5600.96,5568.27,5606.53,5558.49,409120000.0,0.0086
2017-01-25,5656.34,5635.86,5658.59,5634.33,435790000.0,0.009899999999999999
2017-01-26,5655.18,5666.28,5669.61,5647.65,426440000.0,-0.0002
2017-01-27,5660.78,5664.88,5667.45,5643.9,386970000.0,0.001
2017-01-30,5613.71,5635.86,5636.09,5578.76,417270000.0,-0.0083
2017-01-31,5614.79,5592.87,5615.15,5576.09,506360000.0,0.0002
2017-02-01,5642.65,5654.51,5662.11,5621.03,499980000.0,0.005
2017-02-02,5636.2,5627.15,5656.01,5616.4,471570000.0,-0.0011
2017-02-03,5666.77,5650.73,5666.84,5647.58,411170000.0,0.0054
2017-02-06,5663.55,5656.95,5668.2,5650.26,397570000.0,-0.0006
2017-02-07,5674.22,5674.86,5689.6,5664.82,440960000.0,0.0019
2017-02-08,5682.45,5662.95,5686.96,5649.39,444980000.0,0.0015
2017-02-09,5715.18,5688.02,5722.71,5685.15,439630000.0,0.0058
2017-02-10,5734.13,5726.18,5743.43,5717.42,421000000.0,0.0033
2017-02-13,5763.96,5753.19,5770.99,5751.92,404160000.0,0.0052
2017-02-14,5782.57,5756.51,5783.09,5748.74,431560000.0,0.0032
2017-02-15,5819.44,5777.9,5821.95,5776.7,450500000.0,0.0064
2017-02-16,5814.9,5823.01,5835.15,5796.71,441520000.0,-0.0008
2017-02-17,5838.58,5807.31,5838.58,5800.8,500750000.0,0.0040999999999999995
2017-02-21,5865.95,5850.2,5867.89,5847.5,453570000.0,0.004699999999999999
2017-02-22,5860.63,5857.56,5864.41,5848.28,422840000.0,-0.0009
2017-02-23,5835.51,5866.82,5866.96,5809.55,444620000.0,-0.0043
2017-02-24,5845.31,5802.33,5845.31,5800.55,419250000.0,0.0017000000000000001
2017-02-27,5861.9,5835.04,5861.9,5827.0,447060000.0,0.0028000000000000004
2017-02-28,5825.44,5852.79,5855.06,5817.22,620830000.0,-0.0062
2017-03-01,5904.03,5874.86,5911.79,5865.79,522789999.99999994,0.013500000000000002
2017-03-02,5861.22,5897.01,5897.01,5856.3,454310000.0,-0.0073
2017-03-03,5870.75,5854.27,5870.75,5841.47,424840000.0,0.0016
2017-03-06,5849.18,5846.42,5857.74,5827.46,412850000.0,-0.0037
2017-03-07,5833.93,5836.12,5859.77,5826.32,418890000.0,-0.0026
2017-03-08,5837.55,5838.44,5860.63,5832.63,422940000.0,0.0006
2017-03-09,5838.81,5834.67,5852.54,5812.08,423010000.0,0.0002
2017-03-10,5861.73,5867.16,5872.6,5835.44,476860000.0,0.0039000000000000003
2017-03-13,5875.78,5863.48,5877.43,5860.83,405740000.0,0.0024
2017-03-14,5856.82,5860.07,5860.5,5831.88,390460000.0,-0.0032
2017-03-15,5900.05,5869.97,5911.2,5858.16,468320000.0,0.0074
2017-03-16,5900.76,5907.86,5911.48,5887.24,412390000.0,0.0001
2017-03-17,5901.0,5898.58,5912.61,5890.42,1350000000.0,0.0
2017-03-20,5901.53,5898.81,5915.12,5888.12,407110000.0,0.0001
2017-03-21,5793.82,5923.43,5928.06,5790.73,528080000.00000006,-0.0183
2017-03-22,5821.64,5790.59,5825.67,5781.81,442890000.0,0.0048
2017-03-23,5817.69,5812.31,5842.82,5806.98,414690000.0,-0.0007000000000000001
2017-03-24,5828.74,5839.33,5858.95,5807.83,456990000.0,0.0019
2017-03-27,5840.37,5776.33,5849.2,5769.39,410070000.0,0.002
2017-03-28,5875.14,5836.5,5888.7,5828.86,437230000.0,0.006
2017-03-29,5897.55,5875.35,5900.87,5870.93,397140000.0,0.0038
2017-03-30,5914.34,5896.15,5916.77,5894.0,396490000.0,0.0028000000000000004
2017-03-31,5911.74,5905.63,5927.81,5901.77,529140000.0,-0.0004
2017-04-03,5894.68,5917.31,5928.93,5867.73,453500000.0,-0.0029
2017-04-04,5898.61,5878.76,5901.39,5878.76,445390000.0,0.0007000000000000001
2017-04-05,5864.48,5911.92,5936.39,5856.26,555350000.0,-0.0058
2017-04-06,5878.95,5870.52,5889.58,5856.22,448410000.0,0.0025
2017-04-07,5877.81,5873.94,5892.07,5855.51,414270000.0,-0.0002
2017-04-10,5880.93,5883.43,5907.85,5865.56,389310000.0,0.0005
2017-04-11,5866.77,5871.16,5878.94,5819.29,449360000.0,-0.0024
2017-04-12,5836.16,5863.59,5868.09,5830.44,408740000.0,-0.0052
2017-04-13,5805.15,5828.37,5856.54,5805.15,384040000.0,-0.0053
2017-04-17,5856.79,5821.55,5856.79,5818.2,346620000.0,0.0089
2017-04-18,5849.47,5838.59,5860.04,5828.57,391180000.0,-0.0012
2017-04-19,5863.03,5874.43,5894.68,5856.34,415530000.0,0.0023
2017-04-20,5916.78,5887.87,5926.23,5880.19,417890000.0,0.0092
2017-04-21,5910.52,5919.02,5919.23,5899.43,454580000.0,-0.0011
2017-04-24,5983.82,5979.96,5989.92,5970.25,446560000.0,0.0124
2017-04-25,6025.49,6004.16,6036.02,6002.65,441930000.0,0.006999999999999999
2017-04-26,6025.23,6028.12,6040.89,6021.72,454580000.0,-0.0
2017-04-27,6048.94,6038.47,6050.7,6031.59,461830000.0,0.0039000000000000003
2017-04-28,6047.61,6072.87,6074.04,6040.71,523419999.99999994,-0.0002
2017-05-01,6091.6,6067.56,6100.73,6061.35,416340000.0,0.0073
2017-05-02,6095.37,6102.51,6102.72,6081.56,498620000.0,0.0006
2017-05-03,6072.55,6075.04,6076.96,6053.28,498860000.0,-0.0037
2017-05-04,6075.34,6075.06,6080.82,6054.32,481850000.0,0.0005
2017-05-05,6100.76,6091.69,6100.76,6067.15,443620000.0,0.0042
2017-05-08,6102.66,6100.66,6106.12,6083.06,459300000.0,0.0003
2017-05-09,6120.59,6111.82,6133.0,6107.59,466700000.0,0.0029
2017-05-10,6129.14,6121.64,6131.64,6103.87,482510000.0,0.0014000000000000002
2017-05-11,6115.96,6110.05,6120.2,6075.68,452520000.0,-0.0022
2017-05-12,6121.23,6119.27,6122.84,6105.42,412460000.0,0.0009
2017-05-15,6149.67,6128.11,6153.04,6124.79,452000000.0,0.0046
2017-05-16,6169.87,6160.52,6170.16,6139.1,460050000.0,0.0033
2017-05-17,6011.24,6108.62,6122.87,6009.48,565780000.0,-0.025699999999999997
2017-05-18,6055.13,5998.46,6073.45,5996.81,511170000.0,0.0073
2017-05-19,6083.7,6070.23,6106.55,6070.23,517150000.0,0.004699999999999999
2017-05-22,6133.62,6098.25,6135.92,6097.24,421950000.0,0.008199999999999999
2017-05-23,6138.71,6149.55,6150.91,6121.79,407730000.0,0.0008
2017-05-24,6163.02,6154.18,6166.09,6139.33,400250000.0,0.004
2017-05-25,6205.26,6183.02,6217.34,6174.52,417080000.0,0.0069
2017-05-26,6210.19,6207.04,6211.52,6196.66,373960000.0,0.0008
2017-05-30,6203.19,6204.18,6217.13,6200.41,402250000.0,-0.0011
