,YearMonth,Close,Volume,Change
61,2015/02,1961.001176470588,347843529.4117647,0.0010941176470588177
62,2015/03,2012.619090909091,386900454.54545456,0.0012681818181818178
63,2015/04,2107.268181818182,526493636.3636364,0.0018999999999999863
64,2015/05,2114.898888888889,410488888.8888889,-0.00029444444444445
65,2015/06,2063.685909090909,417030909.09090906,-0.0008636363636363636
66,2015/07,2058.034347826087,581367826.0869565,-0.0009000000000000001
67,2015/08,1952.5490000000002,418445000.0,-0.00215499999999999
68,2015/09,1939.5825,502576000.0,0.000620000000000005
69,2015/10,2020.567142857143,627882380.9523809,0.0016047619047619144
70,2015/11,2006.7809523809524,428508571.4285714,-0.0008476190476190475
71,2015/12,1971.5285714285715,452771904.7619048,-0.0007190476190476238
72,2016/01,1894.6509999999998,365077000.0,-0.0012100000000000101
73,2016/02,1900.6100000000001,343852777.7777778,0.00019444444444443882
74,2016/03,1976.5027272727273,352143636.3636364,0.0018454545454545362
75,2016/04,1996.1705000000002,398676000.0,-2.9999999999994854e-05
76,2016/05,1966.6755,482526000.0,-0.0002450000000000001
77,2016/06,1977.0295238095239,467398095.2380952,-0.00025238095238095244
78,2016/07,2002.482857142857,384192380.95238096,0.0011190476190476191
79,2016/08,2036.6563636363637,354782272.72727275,0.0004227272727272682
80,2016/09,2042.5552631578948,465878947.3684211,0.0002684210526315843
81,2016/10,2036.0325,331852500.0,-0.000859999999999995
82,2016/11,1981.7463636363636,300482727.27272725,-0.000518181818181809
83,2016/12,2021.6666666666667,287424285.71428573,0.0010380952380952384
84,2017/01,2061.7335,421216000.0,0.0010200000000000048
85,2017/02,2082.795,356447000.0,0.000580000000000005
86,2017/03,2136.1745454545453,403181363.6363636,0.0014772727272727272
87,2017/04,2160.1825,386472000.0,0.001050000000000005
88,2017/05,2301.8900000000003,369913157.8947368,0.0033105263157894786
89,2017/06,2372.2042857142856,356374761.9047619,0.0009095238095237999
90,2017/07,2412.8990476190475,296443809.52380955,0.00022857142857143334
91,2017/08,2372.1845454545455,260176363.63636363,-0.0007318181818181817
92,2017/09,2371.84380952381,278224761.9047619,0.0006428571428571428
93,2017/10,2482.87125,315726250.0,0.003287499999999994
94,2017/11,2533.51,339752727.27272725,-0.0008409090909090863
95,2017/12,2467.7257894736845,302527894.7368421,-0.00016842105263157356
96,2018/01,2520.937727272727,375160454.54545456,0.0018136363636363727
97,2018/02,2439.104444444444,404513888.8888889,-0.003022222222222222
98,2018/03,2451.57,384709523.8095238,0.0003999999999999903
99,2018/04,2458.224761904762,497135714.28571427,0.001361904761904757
100,2018/05,2461.3005000000003,641026500.0,-0.0018399999999999899
101,2018/06,2394.507894736842,497412105.2631579,-0.0021052631578947316
102,2018/07,2284.2536363636364,341342727.27272725,-0.0005818181818181864
103,2018/08,2283.7968181818183,282025909.09090906,0.0005772727272727136
104,2018/09,2307.3258823529413,319601176.4705882,0.0005411764705882236
105,2018/10,2153.476666666667,334384285.71428573,-0.006723809523809519
106,2018/11,2083.333181818182,317224090.90909094,0.0015272727272727272
107,2018/12,2070.128947368421,401678421.05263156,-0.0013789473684210473
108,2019/01,2101.984090909091,429781818.1818182,0.0035636363636363548
109,2019/02,2210.1988235294116,404854705.88235295,-0.0002294117647058824
110,2019/03,2161.9145,322902500.0,-0.00124499999999999
111,2019/04,2212.120454545455,440441363.6363636,0.0013363636363636273
112,2019/05,2086.8980952380953,535376190.47619045,-0.0035761904761904715
113,2019/06,2105.303157894737,592605789.4736842,0.002263157894736842
114,2019/07,2079.48,517780000.0,-0.002186956521739135
115,2019/08,1944.2376190476189,498671428.5714286,-0.0013095238095238047
116,2019/09,2045.2052631578947,453725789.4736842,0.0025105263157894687
117,2019/10,2065.747619047619,423066190.47619045,0.0004999999999999952
118,2019/11,2128.794761904762,511316190.47619045,0.00013809523809524775
119,2019/12,2147.0135,509437000.0,0.002584999999999995
120,2020/01,2203.4425,654804000.0,-0.00174499999999999
121,2020/02,2167.1235,698208500.0,-0.0030800000000000003
122,2020/03,1786.7463636363636,777305454.5454545,-0.004790909090909092
123,2020/04,1849.589,1051871500.0,0.00539499999999999
124,2020/05,1965.1742105263156,853268947.3684211,0.0022368421052631577
125,2020/06,2134.6968181818183,902664090.9090909,0.0019227272727272773
126,2020/07,2195.9486956521737,820328695.6521739,0.002856521739130444
127,2020/08,2349.873,882399000.0,0.0017849999999999945
128,2020/09,2371.5161904761903,933636666.6666666,0.00010952380952381894
129,2020/10,2357.821052631579,826845263.1578947,-0.0013526315789473633
130,2020/11,2504.1809523809525,1160491428.5714285,0.006442857142857137
131,2020/12,2755.7709523809526,1170336666.6666667,0.004980952380952376
132,2021/01,3089.267,1303633500.0,0.0019349999999999999
133,2021/02,3092.411666666667,1667686666.6666667,0.0008222222222222334
134,2021/03,3032.4690909090914,1268416363.6363637,0.0007772727272727181
135,2021/04,3165.083181818182,1411393636.3636363,0.0012863636363636274
136,2021/05,3169.2005263157894,988545263.1578947,0.0009631578947368421
137,2021/06,3259.14,1606818181.8181818,0.0013090909090909047
138,2021/07,3254.5731818181816,1006212727.2727273,-0.001286363636363632
139,2021/08,3182.5009523809526,657186190.4761904,9.582282057776649e-18
140,2021/09,3141.6994736842107,751027368.4210526,-0.0021684210526315634
141,2021/10,2989.873157894737,732196842.1052631,-0.0016631578947368473
142,2021/11,2964.3018181818184,626775454.5454545,-0.0020181818181818135
143,2021/12,2988.4940909090906,484800454.54545456,0.002218181818181809
144,2022/01,2865.552,546280500.0,-0.005474999999999985
145,2022/02,2724.0150000000003,562107222.2222222,0.0008222222222222168
146,2022/03,2698.7161904761906,646084024.2857143,0.001076190476190481
147,2022/04,2703.2428571428572,954027654.7619047,-0.001061904761904767
148,2022/05,2628.3385714285714,803001904.7619047,-0.00010476190476190938
